word,phonetic,translation,tag,exchange
track,træk,"n. 轨迹, 足迹, 径迹, 小道, 轨道, 磁轨, 途径\nvt. 循路而行, 追踪, 通过, 用纤拉\nvi. 追踪, 留下足迹, 沿轨道运行\n[计] 跟踪",gk cet4 cet6 ky toefl ielts gre,s:tracks/d:tracked/p:tracked/i:tracking/3:tracks
tract,trækt,"n. 大片土地, 地带, 小册子\n[医] 束, 道",cet6 toefl ielts gre,s:tracts
tractability,.træktә'biliti,"n. 驯良, 温顺, 易处理",gre,
tractable,'træktәbl,"a. 驯服的, 易于管教的\n[经] 易加工的, 易处理的",toefl gre,
traction,'trækʃәn,"n. 曳, 牵引, 牵引力\n[医] 牵引",toefl ielts,s:tractions
tractor,'træktә,"n. 牵引器, 拖拉机, 拉纸器\n[计] 进纸器",gk cet4 cet6 ky toefl ielts,s:tractors
trade,treid,"n. 贸易, 商业, 交易, 生意, 职业, 顾客, 信风\nvi. 进行交易, 做买卖, 经商, 对换, 购物\nvt. 用...进行交换",zk gk cet4 cet6 ky ielts,s:trades/i:trading/d:traded/p:traded/3:trades
trademark,'treidmɑ:k,n. 商标\n[法] 商标,cet6 ky,s:trademarks/i:trademarking
trader,'treidә,"n. 商人, 商船\n[经] 交易者, 商船",cet6,s:traders
tradesman,'treidzmәn,"n. 零售商, 工匠\n[经] 商人, 店主, 零售商",cet6,s:tradesmen
tradition,trә'diʃәn,"n. 传说, 传统, 交付\n[法] 传统, 惯例, 移交",gk cet4 cet6 ky,s:traditions
traditional,trә'diʃәnl,"a. 传统的, 惯例的\n[经] 传统的, 惯例的",zk gk cet4 cet6 ielts,
traditionally,,adv. 传统上；传说上；习惯上,toefl,
traduce,trә'dju:s,"vt. 诽谤, 中伤, 背叛\n[法] 诽谤, 中伤, 诋毁",toefl gre,d:traduced/p:traduced/i:traducing/3:traduces
traffic,'træfik,"n. 交通, 通行, 运输, 交通量, 贸易, 交易, 交往, 通信量\nvi. 交易, 做买卖\nvt. 用...作交换\n[计] 通信量, 传输量",zk gk cet4 cet6 ky toefl ielts,i:trafficking/p:trafficked/3:traffics/d:trafficked
tragedy,'trædʒidi,"n. 悲剧, 惨案, 悲剧作品\n[法] 惨事, 灾难, 不辛",cet4 cet6 ky toefl ielts gre,s:tragedies
tragic,'trædʒik,"a. 悲惨的, 悲剧的",cet6 ky,
trail,treil,"n. 踪迹, 痕迹, 一串, 尾部, 小径, 持枪姿势\nvt. 拖, 尾随, 追踪, 落后于, 开出路\nvi. 拖曳, 垂下, 落后, 飘出, 蔓生",cet4 cet6 ky toefl ielts,p:trailed/i:trailing/s:trails/3:trails/d:trailed
train,trein,"n. 火车, 列车, 行列, 长队, 一连串的后果, 顺序\nvt. 训练, 教育, 对准\nvi. 受训练, 锻炼",zk gk ielts,d:trained/s:trains/i:training/p:trained/3:trains
trainer,'treinә,"n. 训练员, 驯马师\n[电] 列车器",gk,s:trainers
training,'treiniŋ,"n. 训练, 培养\n[医] 训练",zk gk cet4 cet6 ky ielts,i:training/0:training/1:i
trainload,'treinlәud,"n. 装载量, 列车载重",toefl,s:trainloads
trains,,n. 火车；行列（train的复数形式）,ielts,0:train/1:s3
trait,treit,"n. 特征, 特性, 一笔, 少许",cet6 ky toefl ielts gre,s:traits
traitor,'treitә,"n. 叛逆者, 叛国者\n[法] 叛徒, 叛逆, 背信者",cet4 cet6 ky toefl ielts gre,s:traitors
trajectory,trә'dʒektri,"n. 轨道, 弹道, 轨线\n[化] 轨道",gre,s:trajectories
tram,træm,"n. 电车轨道, 煤车, 纬纱, 纬丝\nvt. 用煤车运载\nvi. 乘电车",gk cet4 cet6 ky,s:trams/i:tramming/p:trammed/3:trams/d:trammed
trammel,'træml,"n. 鱼网, 拘束, 束缚\nvt. 拘束, 束缚",gre,d:trammelled/p:trammelled/s:trammels/3:trammels/i:trammelling
tramp,træmp,"n. 坚实(或沉重)的脚步声, 流浪者\nvi. 践踏, 重步行走, 步行, 流浪\nvt. 走过, 踩",cet4 cet6 ky ielts gre,s:tramps/i:tramping/p:tramped/d:tramped/3:tramps
trample,'træmpl,"n. 践踏(声), 蹂躏\nv. 践踏, 无视",cet6 toefl ielts gre,d:trampled/i:trampling/p:trampled/3:tramples/s:tramples
trance,træns,"n. 昏睡状态, 恍惚, 着迷\nvt. 使恍惚, 使发呆",gre,s:trances/p:tranced/i:trancing/3:trances/d:tranced
tranquil,'træŋkwil,a. 安静的,cet6 toefl,s:tranquils
tranquility,.træŋ'kwiliti,n. 宁静,toefl ielts gre,
transact,træn'sækt,"vt. 办理, 处理\nvi. 作交易, 谈判",toefl,d:transacted/p:transacted/i:transacting/3:transacts
transaction,træn'sækʃәn,"n. 交易, 办理, 学报, 和解协议\n[计] 事务处理",cet6 ky toefl ielts gre,s:transactions
transcend,træn'send,"vt. 超越, 胜过",cet6 ky toefl ielts gre,3:transcends/p:transcended/i:transcending/d:transcended
transcendent,træn'sendәnt,"a. 卓越的, 出类拔萃的, 超常的\nn. 卓越的人, 超绝物",ky gre,
transcendental,.trænsen'dentl,"a. 卓越的, 超凡的, 先验的",ky gre,
transcontinental,'trænzkɔnti'nentәl,"a. 横贯大陆的, 大陆那边的",toefl,
transcribe,træn'skraib,"vt. 抄写, 译, 意译, 录制, 改编\n[计] 转录",gre,d:transcribed/i:transcribing/p:transcribed/3:transcribes
transcript,'trænskript,"n. 抄本, 副本, 成绩单\n[法] 法院文本, 官方记录, 记录的副本",toefl ielts,s:transcripts
transfer,træns'fә:,"n. 迁移, 移动, 传递, 转让, 转移, 过户, 汇兑, 换车\nvt. 使转移, 调转, 调任, 改变, 传递, 转让\nvi. 转移, 转学, 转职, 换车\n[计] 传送",cet4 cet6 ky toefl ielts gre,d:transferred/s:transfers/i:transferring/p:transferred/3:transfers
transfigure,træns'figә,"vt. 使变形, 使改观, 美化",gre,d:transfigured/p:transfigured/3:transfigures/i:transfiguring
transfix,træns'fiks,"vt. 刺穿, 使呆住, 使固定\n[医] 贯穿, 刺通",toefl,d:transfixed/p:transfixed/i:transfixing/3:transfixes/s:transfixes
transform,træns'fɒ:m,"vt. 使转换, 改变, 改造, 使...变形\nvi. 改变, 转化, 变换\n[计] 变换",gk cet4 cet6 ky toefl ielts,d:transformed/i:transforming/p:transformed/3:transforms
transformation,.trænsfә'meiʃәn,"n. 变形, 变质, 变化, 改革, 变换\n[化] 转化; 变换",cet4 cet6 toefl,s:transformations
transformer,træns'fɒ:mә,"n. 变压器, 促使变化的人\n[化] 变压器",cet4 cet6,s:transformers
transfuse,træns'fju:z,"vt. 输血, 充满\n[医] 输血, 输液",ielts gre,p:transfused/d:transfused/i:transfusing/3:transfuses
transgress,træns'gres,"vt. 违反, 犯罪, 侵犯\nvi. 越界, 违法",ielts gre,p:transgressed/d:transgressed/i:transgressing/3:transgresses/s:transgresses
transgression,træns'greʃәn,"n. 违反, 犯罪\n[医] 亲和转移",gre,s:transgressions
transience,'trænziәns,"n. 顷刻, 无常, 短暂",gre,
transient,'trænziәnt,"n. 瞬, 短期居留者, 过境鸟, 瞬变现象\na. 短暂的, 易变的, 瞬变的, 路过的\n[计] 瞬变过程; 过渡过程; 过渡的; 瞬变的; 瞬时峰值电压",cet6 ky toefl gre,s:transients
transistor,træn'zistә,n. 晶体管\n[化] 晶体管,cet4 cet6 ky ielts,s:transistors
transit,'trænsit,"n. 经过, 通行, 运输, 运输线, 转变\nvt. 运送, 使通过, 经过\nvi. 通过",cet6 toefl ielts,s:transits/i:transiting/d:transitted/p:transited/3:transits
transition,træn'ziʃәn,"n. 转变, 转换, 变迁, 过渡时期, 临时转调\n[化] 跃迁",cet6 ky toefl ielts gre,s:transitions/d:transitioned/i:transitioning/p:transitioned/3:transitions
transitory,'trænsitәri,"a. 暂时的, 短暂的, 昙花一现的\n[法] 临时性诉讼, 可选择管辖区的诉讼; 临时的, 过渡的",toefl gre,
translate,træns'leit,"vt. 翻译, 解释, 转化, 转变为, 调动\nvi. 翻译, 被译\n[计] 转换",zk gk cet4 cet6 ky,d:translated/i:translating/3:translates/p:translated
translation,træns'leiʃәn,"n. 翻译, 译文, 转化, 调任, 平移, 转译\n[计] 转换",gk cet4 cet6 ky toefl,s:translations
translator,træn'leitә,n. 翻译者\n[计] 翻译程序; 翻译器,gk,s:translators
translucent,træns'lu:snt,"a. 半透明的, 透明的",toefl ielts gre,
transmission,træns'miʃәn,"n. 传输, 传送, 变速器\n[计] 传输",cet4 cet6 ky toefl ielts,s:transmissions
transmit,træns'mit,"vt. 传输, 传染, 传达, 遗传, 发射, 传播\nvi. 发射信号, 留传下来\n[计] 传送",cet4 cet6 ky toefl gre,d:transmitted/i:transmitting/p:transmitted/3:transmits
transmitter,træns'mitә,"n. 传送者, 传达人, (疾病的)传播者\n[计] 发散机; 发送器",toefl,s:transmitters
transmute,træns'mju:t,"vt. 使变形, 使变质\nvi. 变形, 变质",toefl gre,d:transmuted/p:transmuted/3:transmutes/i:transmuting/s:transmutes
transparent,træns'pærәnt,"a. 透明的, 显然的, 清晰的\n[计] 透明",gk cet4 cet6 ky toefl ielts gre,s:transparents
transpire,træn'spaiә,"vt. 使蒸发, 使排出\nvi. 蒸发, 散发, 泄露",toefl,p:transpired/3:transpires/d:transpired/i:transpiring
transplant,træns'plɑ:nt,"vt. 使移居, 移植, 使迁移\nvi. 移居, 耐移植\nn. 移居者, 移植",cet4 cet6 ky toefl ielts,s:transplants/d:transplanted/p:transplanted/i:transplanting/3:transplants
transplantation,trænsplɑ:n'teiʃәn,"n. 移植, 移民, 移植术\n[医] 移植术",gre,s:transplantations
transport,træns'pɒ:t,"n. 运输, 运输工具, 激动, 狂喜, 流放犯\nvt. 传送, 运输, 流放\n[计] 传送",gk cet4 cet6 ky ielts gre,d:transported/i:transporting/p:transported/3:transports/s:transports
transportation,.trænspә'teiʃәn,"n. 运输, 输送, 交通车辆\n[经] 运转, 运输, 运输费",cet4 cet6 ielts,s:transportations
transpose,træns'pәuz,"vt. 调换, 颠倒顺序, 移项\nvi. 互换位置\n[计] 转置",gre,d:transposed/i:transposing/p:transposed/3:transposes
transverse,træns'vә:s,"n. 横断物\na. 横的, 横向的",cet6,d:transversed
trap,træp,"n. 圈套, 陷阱, 诡计, 存水弯\nvi. 设圈套, 设陷阱\nvt. 诱捕, 诱骗, 抓住, 使受限制\n[计] 俘获; 陷井",gk cet4 cet6 ky toefl ielts,d:trapped/s:traps/p:trapped/i:trapping/3:traps
trapeze,trә'pi:z,n. 吊秋千,gre,s:trapezes/3:trapezes/i:trapezing
trapper,'træpә,"n. 设陷阱捕兽者, 设陷阱猎兽者, 看门工",toefl,s:trappers
trash,træʃ,"n. 垃圾, 废物\nvt. 丢弃",ky toefl,p:trashed/i:trashing/d:trashed/3:trashes
trauma,'trɒ:mә,"n. 外伤, 损伤\n[医] 创伤, 外伤",ielts,s:traumas
travel,'trævl,"n. 旅行, 游历, 行进\nvi. 旅行, 行进, 移动, 被传播\nvt. 旅行, 通过, 使移动",zk gk ielts,i:travelling/p:travelled/d:travelled/s:travels/3:travels
traveler,'trævlә,"n. 旅行者, 游客, 旅客, 旅行推销员, 活动起重架, 行车, 临时记帐单",gk,s:travelers
travelers,,n. 旅行者；旅客（traveler的复数形式）,ielts,0:traveler/1:s
traveling,'trævliŋ,"a. 旅行的, 旅行用的, 移动的",ielts,
traverse,'trævә:s,"n. 越过, 横贯, 横断物, 屏障, 否认, 反驳\nvt. 横过, 穿过, 经过, 详细研究, 反对, 在...来回移动\nvi. 横越, 横断, 旋转, 来回移动\na. 横亘的, 横贯的",cet6 toefl ielts gre,d:traversed/i:traversing/p:traversed/3:traverses/s:traverses
travesty,'trævisti,"n. 拙劣的模仿作品, 嘲弄, 滑稽模仿\nvt. 滑稽地模仿, 歪曲",toefl gre,s:travesties/i:travestying/p:travestied/3:travesties/d:travestied
trawl,trɒ:l,n. 拖网\nv. 用拖网捕鱼,gre,i:trawling/p:trawled/d:trawled/s:trawls/3:trawls
tray,trei,"n. 托盘, 公文盘, 满盘, 发射箱\n[化] 淋盘",cet4 cet6 ky toefl,s:trays
treacherous,'tretʃәrәs,"a. 不可信任的, 危险的, 背叛的, 不可靠的\n[法] 奸诈的, 背叛的, 背信弃义的",toefl gre,
treachery,'tretʃәri,"n. 背叛, 变节\n[法] 背叛, 变节, 背信弃义",gre,s:treacheries
tread,tred,"n. 踏, 步态, 梯级, 交尾, 鞋底\nvi. 踏, 行走, 交尾\nvt. 踩, 踏, 践踏, 跳(舞)",cet6 toefl gre,i:treading/p:trod/d:trodden/3:treads/s:treads
treadmill,'tredmil,"n. 踏车, 令人厌倦的工作\n[法] 踏车",toefl,s:treadmills
treason,'tri:zn,"n. 叛逆, 不忠, 叛国罪\n[法] 叛逆, 通敌, 叛国罪",cet4 cet6 ky toefl gre,s:treasons
treasure,'treʒә,"n. 宝物, 财富\nvt. 珍爱, 重视, 秘藏",zk gk cet4 cet6 ky toefl,s:treasures/d:treasured/p:treasured/3:treasures/i:treasuring
treasurer,'treʒәrә,"n. 会计, 出纳员, 司库\n[经] 司库, 财务主任, 财政大臣",cet6 gre,s:treasurers
treat,tri:t,"n. 宴请, 款待\nvt. 视为, 对待, 论述, 治疗, 款待\nvi. 讨论, 谈判, 作东",gk cet4 cet6 ky toefl,d:treated/i:treating/p:treated/3:treats/s:treats
treatise,'tri:tis,"n. 论文, 专著",ielts gre,s:treatises
treatment,'tri:tmәnt,"n. 治疗, 待遇, 处理\n[医] 疗法, 治疗; 处理",zk gk cet4 cet6 toefl ielts,s:treatments
treaty,'tri:ti,"n. 条约, 谈判\n[经] 协议, 协定, 协商",cet4 cet6 ky ielts gre,s:treaties
treble,'trebl,"n. 最高声部, 三倍\na. 三倍的, 最高声部的\nvt. 使增为三倍\nvi. 成为三倍",ielts,d:trebled/s:trebles/p:trebled/i:trebling/3:trebles
tree,tri:,"n. 树, 木料, 树状物\nvt. 把...赶上树\n[计] 树; DOS外部命令:显示指定磁盘驱动器的目录结构",zk gk ielts,s:trees/i:treeing/p:treed/3:trees/d:treed
trees,,n. 树木；乔木；树状结构（tree的复数）,ielts,1:s3/0:tree
trek,trek,"vi. 牛拉货车, 艰苦跋涉\nn. 牛车旅行, 艰苦跋涉",ielts gre,i:trekking/p:trekked/s:treks/d:trekked/3:treks
tremble,'trembl,"n. 战栗, 颤抖\nvi. 战栗, 忧虑, 摇晃",gk cet4 cet6 ky toefl ielts,i:trembling/p:trembled/3:trembles/d:trembled
tremendous,tri'mendәs,"a. 巨大的, 非常的, 可怕的",cet4 cet6 ky toefl ielts gre,
tremendously,trə'mendəslɪ,adv. 极大地; 极端地; 极其; 非常,cet6,
tremor,'tremә,"n. 震动, 颤动\n[医] 震颤",toefl gre,s:tremors
tremulous,'tremjulәs,"a. 发抖的, 战栗的, 胆小的\n[医] 震颤的",gre,
trench,trentʃ,"n. 渠, 沟渠, 战壕\nvt. 在...开沟, 挖战壕于, 用战壕围住\nvi. 挖战壕, 开沟",cet6 ky toefl ielts gre,s:trenches/i:trenching/p:trenched/d:trenched/3:trenches
trenchant,'trentʃәnt,"a. 锐利的, 尖锐的, 有力的, 鲜明的, 清晰的",gre,
trend,trend,"n. 趋势, 倾向, 走向\nvi. 倾向, 转向\n[计] 趋势",gk cet4 cet6 ky toefl ielts gre,s:trends/i:trending/p:trended/3:trends/d:trended
trends,,"n. 动态, 趋势",ielts,1:s3/0:trend
trepidation,.trepi'deiʃәn,"n. 恐惧, 惊惶, 忧虑\n[医] 震颤, 抖颤; 悸惧",toefl gre,s:trepidations
trespass,'trespәs,"n. 擅自进入, 非法侵入, 侵害\nvi. 侵害, 侵入, 打扰, 冒犯",toefl ielts gre,i:trespassing/s:trespasses/p:trespassed/d:trespassed/3:trespasses
trespasser,'trespәsә,"n. 侵害者, 违反者, 侵入者",toefl,s:trespassers
tresses,,"n. 女子的长发, 长而未束的女人头发",gre,0:tress/1:s
trial,'traiәl,"n. 审判, 试验, 艰苦, 麻烦事, 考验\na. 审讯的, 试验性的",gk cet4 cet6 ky toefl ielts,s:trials/p:trialled
triangle,'traiæŋgl,"n. 三角形, 三个一组, 三角关系\n[医] 三角, 三角形",gk cet4 cet6 ky toefl ielts,s:triangles
triangular,trai'æŋgjulә,"a. 三角形的, 三人间的\n[医] 三角的, 三角形的",cet6,
tribal,traibl,"a. 部落的, 宗族的",toefl,s:tribals
tribe,traib,"n. 宗族, 部落, 一群人\n[医] 族(生物分类)",cet4 cet6 ky toefl ielts,s:tribes
tribulation,.tribju'leiʃәn,"n. 苦难, 困苦, 苦难的缘由",toefl gre,s:tribulations
tribunal,trai'bju:nl,"n. 法庭, 法官席, 裁决\n[法] 法庭, 裁判所, 裁判",gre,s:tribunals
tributary,'tribjutәri,"a. 支流的, 纳贡的, 从属的, 辅助的\nn. 支流, 纳贡者, 属国",toefl ielts gre,s:tributaries
tribute,'tribju:t,"n. 贡物, 礼物, 颂辞",cet6 ky toefl gre,s:tributes
tributes,t'rɪbju:ts,n. （尤指旧时一国向他国交纳的）贡品( tribute的名词复数 ); （良好效果或影响的）体现; （尤指对死者的）致敬; 称赞,ielts,0:tribute/1:s
trick,trik,"n. 诡计, 欺诈, 谋略, 恶作剧, 习惯, 决窍\nvt. 愚弄, 欺骗, 装饰\nvi. 哄骗, 戏弄\na. 有决窍的, 特技的, 欺诈的, 漂亮的, 靠不住的",gk cet4 cet6 ky toefl ielts,s:tricks/d:tricked/p:tricked/3:tricks/i:tricking
trickery,'trikәri,"n. 欺骗, 欺诈, 诡计\n[法] 诡计, 奸计, 诈骗",gre,
trickle,'trikl,"n. 滴, 细流\nvi. 滴, 细细地流\nvt. 使滴, 使小量流动\n[计] 信息透露",toefl ielts gre,p:trickled/i:trickling/s:trickles/3:trickles/d:trickled
Trident,'traidnt,"n. 三齿鱼叉, 三叉戟, 三叉线\na. 三叉的, 三齿的",gre,s:tridents
trifle,'traifl,"n. 琐事, 少量\nvt. 浪费\nvi. 开玩笑, 翻弄, 虚度光阴",cet4 cet6 ky ielts gre,s:trifles/d:trifled/i:trifling/p:trifled/3:trifles
trifling,'traifliŋ,"a. 没什么价值的, 微不足道的, 轻浮的",toefl,0:trifle/1:i/i:trifling
trigger,'trigә,"n. 触发器, 扳机\nvt. 触发, 发射, 引起\nvi. 松开扳柄\n[计] 切换开关",cet6 ky toefl ielts gre,d:triggered/p:triggered/i:triggering/3:triggers/s:triggers
trillion,'triljәn,n. 大量\n[经] 兆,toefl,
trilogy,'trilәdʒi,"n. 三部剧, 三部曲\n[医] 三联, 三联症",toefl gre,s:trilogies
trim,trim,"n. 整齐, 情形, 修剪\na. 整齐的\nvt. 使整齐, 整理, 修剪\nvi. 调整, 见风使舵\n[计] 库存管理检查规则程序",cet4 cet6 ky toefl ielts gre,d:trimmed/i:trimming/p:trimmed/s:trims/r:trimmer/3:trims
trinity,'triniti,"n. 三人一组, 三个一组的东西, 三位一体",ielts,
trinket,'triŋkit,"n. 小件饰物, 无价值的琐碎东西, 小玩意儿",gre,s:trinkets/3:trinkets
trio,'tri:әu,n. 三重唱,gre,s:trios
trip,trip,"n. 旅行, 绊倒, 摔倒, 失足, 差错, 旅程\nvt. 使跌倒, 使犯错, 使失败\nvi. 轻快地走, 绊倒, 失误, 犯错, 结巴, 旅行, 远足",zk gk toefl ielts,s:trips/i:tripping/p:tripped/3:trips/d:tripped
triple,'tripl,"n. 三倍数, 三个一组\na. 三倍的\nvt. 使增至三倍\nvi. 增至三倍",cet6 ky ielts,d:tripled/p:tripled/s:triples/i:tripling/3:triples
tripod,'traipɒd,"n. 三脚桌, 三脚架\n[医] 三脚架, 三脚台",gre,s:tripods/i:tripodding
trite,trait,"a. 老一套的, 陈腐的, 用坏的",gre,t:tritest
triumph,'traiәmf,"n. 凯旋, 胜利, 欢欣\nvi. 得胜, 成功",cet4 cet6 ky toefl ielts gre,s:triumphs/p:triumphed/d:triumphed/i:triumphing/3:triumphs
triumphant,trai'ʌmfәnt,"a. 得胜的, 得意洋洋的",cet6,s:triumphants
trivia,'triviә,n. 琐事,gre,
trivial,'tiviәl,"a. 琐碎的, 不重要的, 轻微的, 平常的",cet6 ky toefl ielts gre,
trolley,'trɒli,"n. 电车, 手推车, 台车\nvt. 用手推车运\nvi. 乘电车",cet6 ky toefl ielts,s:trolleys
troop,tru:p,"n. 军队, 一群, 一队\nvi. 群集, 结队, 成群而行",gk cet4 cet6 ky toefl,s:troops/p:trooped/i:trooping/3:troops/d:trooped
trophy,'trәufi,"n. 战利品, 奖品\nvt. 用战利品装饰",gre,s:trophies
tropic,'trɒpik,n. 回归线,cet6 ky ielts,
tropical,'trɒpikl,"a. 热带的, 热情的\n[医] 热带的",cet4 cet6 ky toefl,s:tropicals
tropics,,n. 热带地区,toefl,
trot,trɒt,"n. 快步\nvi. 快步走, 小跑\nvt. 使小跑, 策马小跑",cet6 toefl,p:trotted/i:trotting/d:trotted/3:trots/s:trots
trouble,'trʌbl,"n. 烦恼, 麻烦, 困难, 动乱, 故障\nvt. 困扰, 麻烦, 使烦恼, 折磨\nvi. 烦恼, 费心",zk gk toefl ielts,s:troubles/d:troubled/p:troubled/3:troubles/i:troubling
troublesome,'trʌblsәm,"a. 麻烦的, 令人讨厌的",gk cet4 cet6 ky toefl,
troubling,,n. 浊度；浑浊度,toefl,0:trouble/1:i/i:troubling
trough,trɒ:f,"n. 槽, 水槽, 饲料槽\n[化] 料槽",toefl,s:troughs/p:troughed/d:troughed/i:troughing
troupe,tru:p,"n. 团, 班, 一伙\nvi. 巡回演出",ky toefl ielts gre,s:troupes
trousers,'trauzәz,"pl. 裤子, 长裤",zk gk cet4 cet6 ky ielts,s:trousers/0:trousers/1:s
trove,trәuv,"n. 发现物, 收藏品\n[法] 发现物, 收藏物",toefl,s:troves/3:troves
trowel,'trauәl,"n. 泥铲, 泥刀\nvt. 用泥铲涂",gre,s:trowels/i:trowelling/d:trowelled/p:trowelled/3:trowels
truancy,'tru:әnsi,"n. 玩忽职守, 旷课\n[法] 旷学, 旷职, 玩忽职守",gre,s:truancies
truant,'tru:әnt,"n. 懒惰的人, 玩忽职守者, 旷课者\na. 偷懒的, 旷课的, 游荡的\nvi. 偷懒, 旷课",ielts gre,s:truants/i:truanting/d:truanted
truce,tru:s,"n. 停战, 休战\nvi. 停战, 休止\nvt. 以休战结束",ielts gre,s:truces
truck,trʌk,"n. 卡车, 货车, 对...进行交易, 来往, 实物工资, (供应市场的)蔬菜, 废物, 废话\nvt. 对...进行交易, 交往, 以卡车运输\nvi. 驾驶卡车, 以物易物",zk gk cet4 cet6 ky,s:trucks/i:trucking/d:trucked/p:trucked/3:trucks
truculent,'trʌkjulәnt,"a. 野蛮的, 粗暴的, 致命的, 好斗的",gre,
trudge,trʌdʒ,"n. 沉重的步伐, 长途跋涉\nvi. 步履艰难地走, 蹒跚地走\nvt. 跋涉",toefl gre,p:trudged/i:trudging/s:trudges/d:trudged/3:trudges
true,tru:,"a. 真实的, 正确的, 忠诚的, 可靠的, 纯粹的, 正式的\nn. 真实, 准确\nadv. 真实地, 准确地",zk gk,r:truer/t:truest/i:truing/p:trued/3:trues/d:trued
truism,'tru:izm,"n. 自明之理, 众所周知, 老生常谈\n[法] 老生常谈, 陈词滥调",gre,s:truisms
truly,'tru:li,"adv. 真实地, 不假",gk cet4 cet6,
trumpery,'trʌmpәri,"n. 华而不实的东西, 中看不中用的东西, 废物, 废话\na. 虚有其表的, 浅薄的, 无用的",gre,
trumpet,'trʌmpit,"n. 喇叭, 小号, 喇叭声\nvi. 吹喇叭\nvt. 用喇叭吹出, 吹嘘",cet4 cet6 ky toefl ielts gre,s:trumpets/3:trumpets/i:trumpeting/p:trumpeted/d:trumpeted
trumpeter,'trʌmpitә,"n. 小号吹奏者, 号兵, 吹鼓手",toefl,0:trumpete/1:r/s:trumpeters
truncate,'trʌŋkeit,"vt. 切去头端, 缩短, 截棱, 使成平面\na. 切去了头的, 缩短了的",gre,d:truncated/i:truncating/p:truncated/3:truncates
trunk,trʌŋk,"n. 树干, 干线, 躯干, 主干, 象鼻, 箱子\nvt. 把...放入旅行箱内\na. 树干的, 躯干的, 干线的, 箱形的\n[计] 中继线; 母线",gk cet4 cet6 ky toefl ielts gre,s:trunks/i:trunking
truss,trʌs,"vt. 捆绑\nn. 捆, 束",gre,d:trussed/s:trusses/i:trussing/p:trussed/3:trusses
trust,trʌst,"n. 信任, 信赖, 相信, 受托, 职责, 信心, 托拉斯\na. 信托的, 托拉斯的\nvt. 信赖, 信任, 相信, 盼望, 赊卖给\nvi. 相信, 信赖, 依靠\n[计] 委托, 信任",zk gk cet4 cet6 ky,s:trusts/d:trusted/p:trusted/i:trusting/3:trusts
trustworthy,'trʌst.wә:ði,"a. 可信赖的\n[法] 可信任的, 可靠的, 可信赖的",toefl ielts gre,
truth,tru:θ,"n. 事实, 实情\n[法] 真实, 真相, 事实",zk gk cet4 cet6 ky toefl,s:truths
try,trai,"n. 尝试, 试验, 审理, 审判\nvt. 试, 尝试, 试验, 考验, 审问, 提炼\nvi. 尝试, 试图",zk gk,i:trying/p:tried/d:tried/3:tries/s:tries
trying,'traiiŋ,"a. 难受的, 难堪的\n[法] 裁决, 审判, 审理; 使人痛苦的, 难堪的, 难处的",toefl,0:try/1:i/i:trying
tub,tʌb,"n. 桶, 浴盆\nvt. 装入桶, 洗澡\nvi. 洗盆浴, 被放在桶里洗",cet4 cet6 ky toefl,s:tubs/i:tubbing/d:tubbed
tube,tju:b,"n. 管, 软管, 隧道\nvt. 把...装管, 使通过管子\n[计] 管子",gk cet4 cet6 ky toefl ielts,s:tubes/d:tubed/i:tubing/p:tubed/3:tubes
